Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
WEST VIRGINIA,2019,20,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192037
EAST SOUTH CENTRAL,2019,20,,-,4,,6,,6,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20192038
ALABAMA,2019,20,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192039
KENTUCKY,2019,20,,-,2,,,-,3,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192040
MISSISSIPPI,2019,20,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192041
TENNESSEE,2019,20,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",,20192042
WEST SOUTH CENTRAL,2019,20,,-,8,,2,,37,,,-,5,,8,,5,,1,,1,,5,,4,,,WEST SOUTH CENTRAL,20192043
ARKANSAS,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20192044
LOUISIANA,2019,20,,-,1,,1,,6,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192045
OKLAHOMA,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,1,,1,,1,,2,,"OKLAHOMA
(35.583449, -97.508297)",,20192046
TEXAS,2019,20,,-,7,,1,,31,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.447238, -99.317341)",,20192047
MOUNTAIN,2019,20,,-,4,,14,,20,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN,20192048
ARIZONA,2019,20,,-,3,,7,,8,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192049
COLORADO,2019,20,,-,3,,3,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20192050
IDAHO,2019,20,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192051
MONTANA,2019,20,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192052
NEVADA,2019,20,,-,2,,1,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20192053
NEW MEXICO,2019,20,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192054
UTAH,2019,20,,-,1,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192055
WYOMING,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192056
PACIFIC,2019,20,,-,8,,30,,42,,,-,12,,48,,10,,,-,3,,27,,6,,,PACIFIC,20192057
ALASKA,2019,20,,-,1,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192058
CALIFORNIA,2019,20,,-,5,,19,,25,,,-,8,,22,,8,,,-,3,,23,,6,,"CALIFORNIA
(37.211164, -119.662127)",,20192059
HAWAII,2019,20,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192060
OREGON,2019,20,,-,2,,1,,3,,,-,4,,10,,2,,,-,1,,4,,,-,"OREGON
(43.940449, -120.605279)",,20192061
WASHINGTON,2019,20,,-,3,,7,,10,,,-,12,,16,,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192062
US TERRITORIES,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192063
AMERICAN SAMOA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192064
NORTHERN MARIANA ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192065
GUAM,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192066
PUERTO RICO,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192067
U.S. VIRGIN ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192068
NON-US RESIDENTS,2019,20,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192069
TOTAL,2019,20,6,,58,,327,,489,,2,,42,,303,,36,,30,,58,,292,,47,,,TOTAL,20192070
US RESIDENTS,2019,21,9,,58,,347,,523,,1,,48,,402,,34,,11,,58,,313,,51,,,US RESIDENTS,20192101
NEW ENGLAND,2019,21,1,,5,,27,,27,,,-,2,,2,,,-,,-,2,,6,,3,,,NEW ENGLAND,20192102
CONNECTICUT,2019,21,,-,1,,,-,4,,,-,2,,2,,,-,,-,1,,1,,3,,"CONNECTICUT
(41.575155, -72.738288)",,20192103
MAINE,2019,21,1,,3,,8,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"MAINE
(45.117911, -69.06137)",,20192104
MASSACHUSETTS,2019,21,,-,4,,15,,14,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192105
NEW HAMPSHIRE,2019,21,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192106
RHODE ISLAND,2019,21,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192107
VERMONT,2019,21,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192108
MIDDLE ATLANTIC,2019,21,2,,24,,86,,128,,,-,41,,325,,1,,11,,58,,219,,12,,,MIDDLE ATLANTIC,20192109
NEW JERSEY,2019,21,,-,6,,12,,30,,,-,13,,8,,1,,,-,2,,5,,1,,"NEW JERSEY
(40.110253, -74.655514)",,20192110
NEW YORK,2019,21,,-,5,,11,,15,,,-,8,,19,,,-,11,,56,,161,,6,,"NEW YORK
(42.921241, -75.59655)",,20192111
NEW YORK CITY,2019,21,1,,11,,43,,46,,,-,40,,295,,,-,,-,11,,48,,3,,,NEW YORK CITY,20192112
PENNSYLVANIA,2019,21,1,,8,,20,,37,,,-,2,,3,,,-,,-,4,,5,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192113
EAST NORTH CENTRAL,2019,21,,-,8,,35,,63,,,-,2,,4,,,-,,-,18,,46,,3,,,EAST NORTH CENTRAL,20192114
ILLINOIS,2019,21,,-,3,,14,,25,,,-,2,,4,,,-,,-,1,,3,,1,,"ILLINOIS
(40.124144, -89.148632)",,20192115
INDIANA,2019,21,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",,20192116
MICHIGAN,2019,21,,-,3,,2,,10,,,-,0,,,-,,-,,-,17,,42,,1,,"MICHIGAN
(44.874798, -85.730977)",,20192117
OHIO,2019,21,,-,3,,18,,19,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192118
WISCONSIN,2019,21,,-,2,,1,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192119
WEST NORTH CENTRAL,2019,21,1,,6,,19,,37,,,-,0,,,-,20,,,-,1,,1,,15,,,WEST NORTH CENTRAL,20192120
IOWA,2019,21,,-,2,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192121
KANSAS,2019,21,,-,2,,3,,4,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20192122
MINNESOTA,2019,21,,-,5,,,-,17,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192123
MISSOURI,2019,21,1,,3,,4,,4,,,-,0,,,-,,-,,-,1,,1,,14,,"MISSOURI
(38.3675, -92.477244)",,20192124
NEBRASKA,2019,21,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192125
NORTH DAKOTA,2019,21,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192126
SOUTH DAKOTA,2019,21,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192127
SOUTH ATLANTIC,2019,21,5,,20,,124,,152,,,-,4,,6,,,-,,-,3,,5,,4,,,SOUTH ATLANTIC,20192128
DELAWARE,2019,21,,-,3,,7,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192129
DISTRICT OF COLUMBIA,2019,21,,-,2,,9,,6,,,-,0,,,-,,-,,-,0,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192130
FLORIDA,2019,21,3,,3,,15,,17,,,-,3,,1,,,-,,-,1,,2,,2,,"FLORIDA
(28.260731, -82.420978)",,20192131
GEORGIA,2019,21,,-,6,,10,,21,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",,20192132
MARYLAND,2019,21,,-,9,,43,,66,,,-,2,,2,,,-,,-,2,,2,,1,,"MARYLAND
(38.946466, -76.687282)",,20192133
NORTH CAROLINA,2019,21,,-,4,,12,,19,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20192134
SOUTH CAROLINA,2019,21,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192135
VIRGINIA,2019,21,2,,5,,28,,14,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192136
WEST VIRGINIA,2019,21,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192137
EAST SOUTH CENTRAL,2019,21,,-,4,,7,,6,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20192138
ALABAMA,2019,21,,-,3,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192139
KENTUCKY,2019,21,,-,2,,,-,3,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192140
MISSISSIPPI,2019,21,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192141
TENNESSEE,2019,21,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",,20192142
WEST SOUTH CENTRAL,2019,21,,-,8,,2,,37,,1,,5,,11,,5,,,-,1,,5,,5,,,WEST SOUTH CENTRAL,20192143
ARKANSAS,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20192144
LOUISIANA,2019,21,,-,1,,1,,6,,,-,0,,,-,,-,,-,1,,,-,1,,"LOUISIANA
(30.921314, -91.840238)",,20192145
OKLAHOMA,2019,21,,-,1,,,-,,-,1,,0,,1,,,-,,-,1,,1,,2,,"OKLAHOMA
(35.583449, -97.508297)",,20192146
TEXAS,2019,21,,-,7,,1,,31,,,-,5,,10,,5,,,-,1,,4,,1,,"TEXAS
(31.447238, -99.317341)",,20192147
MOUNTAIN,2019,21,,-,4,,15,,22,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN,20192148
ARIZONA,2019,21,,-,3,,8,,8,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192149
COLORADO,2019,21,,-,2,,3,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20192150
IDAHO,2019,21,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192151
MONTANA,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192152
NEVADA,2019,21,,-,2,,1,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20192153
NEW MEXICO,2019,21,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192154
UTAH,2019,21,,-,1,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192155
WYOMING,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192156
PACIFIC,2019,21,,-,8,,32,,51,,,-,14,,53,,8,,,-,3,,28,,7,,,PACIFIC,20192157
ALASKA,2019,21,,-,1,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192158
CALIFORNIA,2019,21,,-,5,,21,,33,,,-,8,,22,,8,,,-,3,,25,,7,,"CALIFORNIA
(37.211164, -119.662127)",,20192159
HAWAII,2019,21,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192160
OREGON,2019,21,,-,2,,1,,3,,,-,4,,11,,,-,,-,1,,3,,,-,"OREGON
(43.940449, -120.605279)",,20192161
WASHINGTON,2019,21,,-,3,,7,,11,,,-,14,,20,,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192162
US TERRITORIES,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192163
AMERICAN SAMOA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192164
NORTHERN MARIANA ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192165
GUAM,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192166
PUERTO RICO,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192167
U.S. VIRGIN ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192168
NON-US RESIDENTS,2019,21,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192169
TOTAL,2019,21,9,,58,,349,,523,,1,,48,,402,,34,,11,,58,,313,,51,,,TOTAL,20192170
US RESIDENTS,2019,22,15,,81,,386,,555,,2,,57,,502,,34,,5,,68,,322,,52,,,US RESIDENTS,20192201
NEW ENGLAND,2019,22,,-,5,,28,,30,,,-,2,,2,,,-,,-,2,,7,,3,,,NEW ENGLAND,20192202
CONNECTICUT,2019,22,,-,1,,,-,5,,,-,2,,2,,,-,,-,1,,1,,3,,"CONNECTICUT
(41.575155, -72.738288)",,20192203
MAINE,2019,22,,-,3,,8,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"MAINE
(45.117911, -69.06137)",,20192204
MASSACHUSETTS,2019,22,,-,4,,16,,15,,,-,0,,,-,,-,,-,2,,3,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192205
NEW HAMPSHIRE,2019,22,,-,1,,1,,3,,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192206
RHODE ISLAND,2019,22,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192207
VERMONT,2019,22,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192208
MIDDLE ATLANTIC,2019,22,5,,24,,98,,137,,,-,50,,418,,1,,5,,65,,229,,12,,,MIDDLE ATLANTIC,20192209
NEW JERSEY,2019,22,,-,6,,13,,31,,,-,13,,8,,1,,,-,2,,5,,1,,"NEW JERSEY
(40.110253, -74.655514)",,20192210
NEW YORK,2019,22,2,,5,,13,,15,,,-,8,,19,,,-,4,,63,,165,,6,,"NEW YORK
(42.921241, -75.59655)",,20192211
NEW YORK CITY,2019,22,2,,11,,49,,52,,,-,49,,388,,,-,,-,11,,53,,3,,,NEW YORK CITY,20192212
PENNSYLVANIA,2019,22,1,,8,,23,,39,,,-,2,,3,,,-,1,,4,,6,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192213
EAST NORTH CENTRAL,2019,22,3,,9,,39,,65,,,-,2,,4,,,-,,-,18,,47,,3,,,EAST NORTH CENTRAL,20192214
ILLINOIS,2019,22,,-,4,,15,,26,,,-,2,,4,,,-,,-,1,,4,,1,,"ILLINOIS
(40.124144, -89.148632)",,20192215
INDIANA,2019,22,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",,20192216
MICHIGAN,2019,22,,-,3,,2,,10,,,-,0,,,-,,-,,-,17,,42,,1,,"MICHIGAN
(44.874798, -85.730977)",,20192217
OHIO,2019,22,3,,3,,21,,20,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192218
WISCONSIN,2019,22,,-,2,,1,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192219
WEST NORTH CENTRAL,2019,22,1,,6,,22,,43,,,-,0,,,-,20,,,-,1,,1,,15,,,WEST NORTH CENTRAL,20192220
IOWA,2019,22,,-,2,,6,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192221
KANSAS,2019,22,,-,2,,3,,4,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20192222
MINNESOTA,2019,22,,-,5,,,-,18,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192223
MISSOURI,2019,22,1,,3,,5,,5,,,-,0,,,-,,-,,-,1,,1,,14,,"MISSOURI
(38.3675, -92.477244)",,20192224
NEBRASKA,2019,22,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192225
NORTH DAKOTA,2019,22,,-,2,,6,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192226
SOUTH DAKOTA,2019,22,,-,2,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192227
SOUTH ATLANTIC,2019,22,6,,20,,136,,167,,,-,4,,7,,,-,,-,3,,5,,4,,,SOUTH ATLANTIC,20192228
DELAWARE,2019,22,,-,3,,8,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192229
DISTRICT OF COLUMBIA,2019,22,,-,2,,8,,8,,,-,0,,,-,,-,,-,0,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192230
FLORIDA,2019,22,1,,4,,17,,19,,,-,3,,1,,,-,,-,1,,2,,2,,"FLORIDA
(28.260731, -82.420978)",,20192231
GEORGIA,2019,22,,-,6,,10,,21,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",,20192232
MARYLAND,2019,22,5,,9,,51,,69,,,-,2,,2,,,-,,-,2,,2,,1,,"MARYLAND
(38.946466, -76.687282)",,20192233
NORTH CAROLINA,2019,22,,-,4,,12,,23,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20192234
SOUTH CAROLINA,2019,22,,-,0,,,-,,-,,-,2,,1,,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192235
VIRGINIA,2019,22,,-,5,,30,,17,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192236
WEST VIRGINIA,2019,22,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192237
EAST SOUTH CENTRAL,2019,22,,-,4,,7,,7,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20192238
ALABAMA,2019,22,,-,3,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192239
KENTUCKY,2019,22,,-,2,,,-,4,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192240
MISSISSIPPI,2019,22,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192241
TENNESSEE,2019,22,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",,20192242
WEST SOUTH CENTRAL,2019,22,,-,22,,4,,40,,2,,5,,13,,5,,,-,1,,5,,6,,,WEST SOUTH CENTRAL,20192243
ARKANSAS,2019,22,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20192244
LOUISIANA,2019,22,,-,1,,1,,6,,,-,0,,,-,,-,,-,1,,,-,1,,"LOUISIANA
(30.921314, -91.840238)",,20192245
OKLAHOMA,2019,22,,-,1,,,-,,-,2,,1,,3,,,-,,-,1,,1,,3,,"OKLAHOMA
(35.583449, -97.508297)",,20192246
TEXAS,2019,22,,-,22,,3,,34,,,-,5,,10,,5,,,-,1,,4,,1,,"TEXAS
(31.447238, -99.317341)",,20192247
MOUNTAIN,2019,22,,-,4,,17,,23,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN,20192248
ARIZONA,2019,22,,-,3,,9,,8,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192249
COLORADO,2019,22,,-,2,,3,,8,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20192250
IDAHO,2019,22,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192251
MONTANA,2019,22,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192252
NEVADA,2019,22,,-,2,,1,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20192253
NEW MEXICO,2019,22,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192254
UTAH,2019,22,,-,1,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192255
WYOMING,2019,22,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192256
PACIFIC,2019,22,,-,40,,35,,43,,,-,14,,57,,8,,,-,3,,25,,7,,,PACIFIC,20192257
ALASKA,2019,22,,-,1,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192258
